RA	DEC	MAG	DIST	B-V
213.91811403	19.18726997	0.11	11.25	1.239
213.99953250	56.68937159	6.79	47.60	0.580
214.00368717	-5.99952622	4.19	21.39	0.511
214.02332914	50.16879193	7.91	45.15	0.615
214.04195627	51.36701398	4.81	29.82	0.236
214.09656821	46.08791894	4.21	29.78	0.087
214.10158657	39.74469367	6.47	48.26	0.376
214.13719831	20.12207637	6.37	32.27	0.504
214.17087425	67.34610461	11.18	42.43	1.300
214.25198418	3.08842718	8.79	42.50	0.782
214.27226467	-66.31551503	7.41	45.35	0.590
214.35143860	45.44452103	10.31	18.64	1.391
214.44951441	21.43419326	11.72	43.92	0.000
214.50237262	-7.54181672	6.61	32.82	0.723
214.55821047	-81.00760147	4.96	42.81	0.243
214.59456128	-45.90492628	9.08	44.01	0.920
214.74284788	-6.60259565	9.21	21.52	1.290
214.74822419	38.64121471	11.59	37.17	1.390
214.75469177	-25.81631724	5.97	17.78	0.518
214.77231374	-59.37706815	6.80	11.83	1.017
214.80008354	-60.82601127	8.45	40.55	0.793
214.81757038	13.00437724	5.49	26.09	0.385
214.85898700	27.29078678	10.48	42.35	1.080
214.89680883	-5.15089823	7.72	20.78	0.867
214.96543244	-61.27275714	5.29	48.33	0.281
215.03422522	-11.05831016	10.18	42.61	0.975
215.16016970	-64.46824403	9.66	44.54	0.873
215.17729569	-45.18688140	4.85	45.56	0.310
215.28731121	37.40108632	9.04	42.28	0.877
215.34840032	-40.39378369	9.16	27.45	1.107
215.49016751	29.63036497	8.64	14.40	1.275
215.55785090	35.64874215	8.26	48.95	0.590
215.62052386	60.96590392	7.53	42.59	0.609
215.62399701	55.86971227	8.34	41.03	0.647
215.62567310	65.58559142	10.46	49.68	1.188
215.66106181	-7.76785216	6.92	43.84	0.584
215.77626176	-68.38207621	10.33	23.65	1.429
215.77884593	25.33801798	6.31	35.71	0.411
215.79897377	-8.11602105	9.99	35.42	1.137
215.81314273	1.24272950	6.38	17.60	0.639
216.02385386	11.24696692	6.88	35.84	0.575
216.04745973	5.82011481	5.15	46.38	0.124
216.11306817	60.25659088	9.76	45.05	1.030
216.19298028	-63.70621965	7.38	36.44	0.595
216.20442741	41.27561662	8.50	40.26	0.757
216.20886448	-17.45244379	10.80	33.19	1.257
216.23192023	8.88723465	12.29	14.34	1.613
216.30008064	51.85171354	4.15	14.57	0.497
216.31561614	53.58513121	7.23	42.39	0.526
216.32216452	32.79133868	8.62	32.26	0.853
216.37515544	20.59157119	7.39	46.90	0.581
216.42904283	23.61979409	9.81	16.80	1.419
216.44227875	23.62319461	10.05	15.79	1.452
216.49347036	13.43357104	8.19	34.15	0.750
216.64507558	-18.82005961	9.00	44.86	0.840
216.64925795	-81.45276725	9.81	36.27	1.016
216.77066655	-77.18284809	10.12	36.58	1.110
216.83947897	-14.83863299	7.42	46.97	0.487
216.88858596	-51.93318344	7.99	38.05	0.682
216.93882698	-13.35929187	6.74	42.72	0.425
216.93884214	23.84065941	11.04	44.11	1.238
216.99856510	-1.76898069	8.37	31.18	0.533
217.05091806	-2.22795009	4.94	41.41	0.693
217.05101092	-16.11009825	9.94	33.60	1.125
217.13021469	2.78870615	7.14	40.57	0.549
217.27397724	9.04714533	8.71	46.62	0.644
217.28808290	38.27826670	9.29	36.50	0.944
217.32751069	-46.46332289	10.47	23.98	1.427
217.34403747	80.81017568	7.02	19.59	0.774
217.37640041	15.52948103	10.72	14.27	1.471
217.40284392	41.79644804	6.50	23.57	0.702
217.44894751	-62.68135207	10.76	1.29	1.807
217.55997251	-46.94954015	10.28	31.87	1.185
217.68884229	35.45326727	8.82	22.00	1.031
217.69291510	63.18576376	6.20	31.74	0.428
217.70194441	-8.64575059	9.46	16.52	1.403
217.75309023	-5.80229908	7.83	38.40	0.775
217.75585171	-12.29512776	11.91	11.14	1.591
217.83174788	-15.63791312	8.11	43.76	0.710
217.95383913	-64.28347838	8.35	43.74	0.637
217.95774098	30.37114497	3.73	45.62	1.298
218.01982421	38.30788348	3.10	26.12	0.191
218.05465730	11.35263340	9.78	36.38	1.213
218.12745069	5.77684443	10.74	40.08	1.210
218.21858693	-52.64614731	10.64	36.13	1.270
218.33067335	46.88400637	9.90	43.88	1.055
218.37105398	52.90818846	7.37	13.42	0.997
218.39202909	-9.93077536	10.64	38.85	1.260
218.39503180	9.33562445	8.96	32.95	0.923
218.39778281	65.39531602	6.71	29.48	0.504
218.40189113	35.58556383	7.76	39.37	0.752
218.54847412	32.53446287	6.42	42.16	0.450
218.55745493	12.58206463	10.91	45.66	1.095
218.56542001	57.06582344	6.58	29.02	0.526
218.57093205	-12.52100145	11.26	6.12	1.633
218.66954381	29.74480735	4.55	15.47	0.364
218.74296112	33.74613569	9.65	20.36	1.283
219.00182978	9.74712521	7.62	16.57	0.973
219.25123338	-12.30623565	6.30	33.37	0.464
219.27041701	-25.80223159	8.43	25.96	0.685
219.38800387	-16.54065148	8.87	41.43	0.950
219.43759664	3.33279000	9.11	47.51	0.729
219.44498594	-67.93132799	6.14	28.17	0.506
219.56038997	14.02923597	8.40	49.29	0.707
219.75165826	64.29168401	7.73	33.94	0.626
219.79589411	-46.58395597	6.17	36.02	0.508
219.91412833	-60.83947139	1.24	1.35	0.900
219.92041034	-60.83514707	0.14	1.35	0.710
219.92053587	-26.72362903	7.09	39.90	0.466
219.94585878	-26.69797068	9.89	39.82	1.081
220.05407424	-7.51509441	9.37	39.84	0.833
220.11599680	-57.02878779	7.52	27.45	0.672
220.12989224	-16.20913162	7.37	23.57	0.710
220.34328079	29.05925235	7.94	47.13	0.642
220.38828476	6.46376984	12.15	28.66	1.494
220.46744227	-75.13943205	6.87	20.35	0.707
220.48305391	-58.61573462	6.31	44.29	0.454
220.49095889	17.88542451	8.57	39.73	0.623
220.51315491	61.26198751	6.31	42.61	0.409
220.59172751	66.05588609	10.87	9.87	1.615
220.59653442	21.29316598	7.58	45.64	0.533
220.61008101	19.50395713	10.12	25.89	1.340
220.62785433	-64.97456957	3.25	16.40	0.256
220.64085699	19.48015622	9.15	22.45	1.290
220.76484284	-5.65742910	3.96	18.68	0.385
220.84328561	51.91781949	8.35	48.10	0.659
221.04890709	18.46246786	7.65	41.89	0.636
221.04995691	22.18503524	10.00	26.38	1.250
221.05748120	-8.25210733	6.73	41.36	0.431
221.05951017	-69.67389796	7.11	35.46	0.553
221.29308925	-49.91532856	8.53	28.59	0.936
221.31989513	65.32989229	7.33	48.31	0.495
221.32186138	-62.87545275	5.44	45.98	0.308
221.35134201	13.84686352	8.01	19.53	0.931
221.50074084	-25.44291557	5.03	30.43	0.315
221.51275206	27.51244732	8.11	26.36	0.870
221.54548169	-21.17571461	6.55	42.30	0.603
221.56246594	1.89293830	3.74	39.45	-0.005
221.56473970	9.64738886	7.38	43.20	0.624
221.56806632	3.50420449	7.50	39.22	0.562
221.59341748	-33.76612679	8.43	42.66	0.710
221.59728479	16.49893914	9.35	17.58	1.261
221.75062081	17.08608043	11.95	33.21	2.400
221.81778800	2.70341682	7.91	19.67	0.893
221.82643470	12.97984021	9.86	47.53	0.901
221.88285110	19.05002956	7.57	48.64	0.509
221.88667704	-0.28113382	8.18	29.76	0.781
222.00614567	38.46654972	9.85	24.24	1.308
222.04070243	-36.78390247	10.15	33.74	1.087
222.04445429	-36.78346921	10.94	30.69	0.000
222.27887478	37.81091287	6.24	41.00	0.389
222.27922586	70.52609671	10.67	45.85	1.552
222.30709695	10.21491227	8.56	41.31	0.866
222.32781437	46.11639336	5.87	46.86	0.482
222.34949776	-67.23519060	7.40	23.99	0.836
222.38229145	-59.13169352	8.66	49.83	0.648
222.38618849	-26.11117761	12.31	4.51	1.524
222.38963876	-26.10603370	11.81	4.25	1.480
222.56549508	23.91176538	5.99	17.94	0.576
222.58178099	82.51248701	5.76	43.33	0.671
222.58883198	6.81509159	9.22	30.74	0.957
222.65835240	-32.46615765	7.57	45.27	0.507
222.67187990	22.90776407	7.63	37.33	0.643
222.67193219	-15.99709226	5.24	23.66	0.401
222.67664751	74.15547596	2.20	38.77	1.465
222.71990536	-16.04161047	2.79	23.67	0.147
222.76017641	9.72353210	7.52	27.23	0.760
222.84701756	19.10063329	4.68	6.70	0.720
222.85836192	-2.45706086	8.61	45.60	0.666
222.88190611	-60.93106487	7.26	47.76	0.452
222.90657922	15.31729740	8.53	45.81	1.300
222.91811241	-30.88477493	9.55	38.94	0.581
222.92112320	-24.30308356	7.95	16.96	1.036
222.97252408	2.01476841	8.50	38.94	0.654
223.03789372	71.66346741	10.98	45.96	1.592
223.07420153	-43.81774314	8.85	34.33	0.913
223.09552337	27.31655815	10.35	44.01	1.447
223.13886782	-30.57715291	6.42	40.02	0.605
223.27020393	-46.63680701	8.29	46.23	0.699
223.34734286	15.70511093	6.49	49.02	0.569
223.35016578	19.15227142	6.14	11.54	0.841
223.42539399	23.34516795	8.79	22.90	0.934
223.42657073	-18.34453219	11.04	40.55	0.000
223.46626781	23.55551709	11.68	10.22	0.000
223.46892280	17.66297362	12.19	28.38	0.000
223.54718569	-66.41966580	7.10	43.38	0.580
223.62112279	16.10135877	10.20	9.81	1.500
223.72362192	9.94445916	11.35	22.49	1.377
223.72878637	-41.36456081	7.26	44.98	0.506
223.77997671	-9.09647587	9.64	49.29	0.716
223.79999963	53.67918367	7.91	23.91	0.785
223.95043323	7.29827872	11.37	35.97	1.414
223.97952375	-27.12723683	9.13	28.26	1.005
224.09558479	49.62899937	5.75	24.84	0.533
224.16963145	21.07113840	9.54	42.74	1.035
224.20259457	8.59875851	8.78	38.39	0.816
224.20281340	-20.48984875	8.34	40.47	0.747
224.29606996	-4.34608634	4.55	27.91	0.318
224.30332315	-6.31677897	11.97	29.15	0.000
224.35801834	-21.40746858	8.18	7.48	1.519
224.35829209	55.90998683	10.62	35.46	1.555
224.36396501	-21.41128090	5.88	5.91	1.024
224.38655978	31.39853389	11.24	40.72	1.320
224.38858481	-6.32972484	11.48	25.99	1.408
224.53672527	-48.86219210	6.48	24.52	0.708
224.54572761	6.90472995	8.29	33.13	0.780
224.56583584	59.58329977	10.22	25.03	1.565
224.58038291	4.75997942	10.51	35.20	1.564
224.62745965	-28.70930607	7.79	49.00	0.554
224.70414945	37.23395997	8.94	43.55	0.790
224.72080247	-4.98899499	6.20	34.88	0.509
224.73045030	6.60460414	8.60	38.97	0.834
224.87758464	45.44778108	10.62	34.14	1.585
224.88316855	-44.09407201	10.27	25.46	1.318
224.88730089	45.46393240	8.79	32.81	0.896
224.90964714	-19.64033149	10.24	40.36	1.080
224.93830658	-43.81102178	6.69	37.30	0.480
225.08135877	-24.45401387	10.03	29.72	1.253
225.08324244	-16.54099046	9.93	48.66	0.890
225.09530534	7.73580624	8.01	47.46	0.594
225.11543779	71.76526079	6.77	33.70	0.631
225.14608525	8.60093793	7.39	38.55	0.691
225.18092714	-11.13396143	9.57	19.51	1.372
225.23074748	45.42530804	9.22	11.70	1.427
225.25715695	75.26214089	9.77	28.92	1.552
225.37463173	15.86946404	9.26	30.37	1.043
225.44003151	5.63650084	11.36	31.08	0.827
225.47203595	-47.00729487	7.88	27.14	0.721
225.63825964	16.05475441	7.14	35.35	0.599
225.74499883	65.77858207	7.45	40.14	0.574
225.76591160	-46.29379766	9.99	24.86	1.188
225.77512425	-41.99206698	9.09	24.35	1.145
225.78681945	-42.61430059	10.12	47.19	1.171
225.82147279	-17.59521295	11.92	39.62	0.000
225.82564771	-36.92366010	7.90	46.86	0.613
225.85810650	62.64704601	10.13	48.03	1.106
225.89876330	-27.84065709	7.79	47.33	0.622
225.92829152	14.00707268	10.13	45.93	1.209
225.94867417	47.65401409	4.88	12.76	0.647
226.02946396	-6.88733463	7.85	34.93	0.752
226.06583523	39.20836331	9.87	49.26	0.911
226.08033108	60.38415455	11.06	17.56	1.500
226.13772237	-28.30004743	7.30	33.93	0.573
226.18138145	38.60514499	7.61	46.93	0.503
226.22450988	5.63933100	9.91	19.19	1.300
226.22527408	-18.59061013	9.62	35.57	1.210
226.27295478	79.06040841	12.70	47.51	0.000
226.30162201	-40.93118034	10.12	47.85	1.120
226.37936306	-7.01356805	7.68	45.37	0.596
226.39124303	-30.55106819	6.58	31.85	0.489
226.45861033	64.04693708	8.54	44.27	0.677
226.63365580	38.98631830	8.68	32.66	0.870
226.64663107	36.45596449	6.47	29.49	0.537
226.82477948	24.86959294	5.03	19.72	0.429
226.88775067	9.22597488	6.80	32.04	0.680
226.98577154	76.20033360	8.88	29.44	0.952
226.99102349	-45.57913355	7.89	41.20	0.730
227.05274900	-7.91211503	8.11	35.35	0.598
227.12587332	72.36935966	7.96	47.26	0.602
227.21694544	19.03871605	8.42	37.52	0.852
227.23189398	-5.62509320	8.98	49.55	0.662
227.24454090	37.31830887	9.01	40.68	0.799
227.26880802	24.01564830	9.46	33.82	1.070
227.29111703	49.63993562	11.80	36.32	1.417
227.30571790	-1.52932379	11.25	44.92	1.249
227.39976594	3.16564990	11.49	14.49	1.511
227.55657102	-16.45431147	9.57	29.69	0.850
227.55706017	-16.37079353	9.20	29.29	0.770
227.58516569	-49.89955324	9.54	37.15	0.990
227.63459990	-50.74717456	9.39	35.75	0.828
227.64986131	-42.97627919	10.73	25.01	1.406
227.66087680	-50.15172258	8.92	41.56	0.752
227.67333825	-43.72963072	7.14	30.34	0.619
227.68002354	-43.71666052	7.75	31.00	0.720
227.68737266	-61.42229270	6.42	24.15	0.623
227.81407655	-0.85534044	11.75	49.24	1.344
227.88556148	29.10879280	10.82	32.78	1.554
227.97954896	16.63370445	9.76	44.19	1.005
228.04286252	-30.88603650	7.89	39.51	0.662
228.07167982	-52.09907465	3.57	35.64	0.918
228.07372891	39.65615618	8.72	30.53	0.860
228.18270388	19.28532629	6.83	28.46	0.680
228.18392888	19.29174670	7.73	35.98	0.743
228.19897523	-1.16540113	9.43	41.03	0.772
228.37052116	-25.30916439	6.60	25.65	0.691
228.46514866	-1.35016449	6.72	17.30	0.763
228.50030750	-3.79836583	9.94	27.69	1.117
228.65834777	67.34767598	5.27	25.31	0.550
228.81398270	-70.51922374	7.01	26.91	0.740
228.87543241	33.31510222	3.63	35.79	0.961
228.90954478	33.32118941	7.93	36.22	0.624
228.93960032	7.59825555	10.81	34.60	1.350
228.95474940	0.37210753	5.68	49.50	0.181
228.99609545	0.79669425	7.06	15.58	0.830
229.08985803	37.06947747	7.23	34.90	0.601
229.10680675	16.79468550	7.78	43.14	0.500
229.22113088	-8.28501626	7.99	37.97	0.748
229.24755116	-38.44758858	6.95	46.08	0.433
229.25196591	-9.38286694	2.57	49.07	-0.071
229.33844896	-27.99716807	11.16	24.27	1.366
229.36535241	22.29971697	7.97	47.94	0.578
229.37900090	-58.80087882	4.10	29.63	0.088
229.58031015	24.99720474	10.32	49.58	1.210
229.58414001	26.84019551	6.70	38.31	0.566
229.66362760	-18.62572405	10.47	26.23	1.214
229.67493696	10.42768238	7.22	47.46	0.497
229.67576044	10.42407653	8.22	37.69	0.619
229.74756561	25.69201214	8.13	33.61	0.737
229.82741626	1.76665611	5.16	24.72	0.540
229.83853111	29.20521342	10.33	28.69	1.260
229.86477439	-7.72203834	10.58	6.27	1.600
229.91777296	31.84216823	9.18	44.90	0.830
230.00011285	-8.66121818	7.65	44.88	0.545
230.00973385	40.98373083	7.01	40.31	0.510
230.07573420	32.04454291	8.72	47.87	0.668
230.08552441	-19.97559706	11.24	48.31	1.300
230.10854898	0.24528234	9.38	44.58	0.800
230.16346865	15.38075510	8.95	30.59	0.948
230.19655500	-2.41291700	6.51	36.93	1.062
230.20916798	31.47977003	7.01	44.03	0.532
230.26943098	-47.76031521	6.87	44.50	0.440
230.27020832	25.55866102	11.01	45.11	1.313
230.28919403	25.56743110	9.14	40.21	0.950
230.45655596	-48.31695913	5.78	14.56	0.639
230.47033932	20.97744191	10.09	11.39	2.100
230.48657278	18.59809932	12.00	35.78	2.200
230.51780911	-4.77742313	9.57	18.89	1.310
230.53497528	-47.92746963	5.10	34.16	0.515
230.65303771	-10.66063131	8.11	21.82	0.970
230.65328107	-47.92042125	7.82	33.76	0.657
230.66757903	-1.54161016	10.00	49.53	0.792
230.67816257	1.41951111	8.42	25.41	0.992
230.69573224	18.91877181	7.30	20.13	0.804
230.71762705	13.36649402	8.04	46.45	0.656
230.79417262	-60.65710865	5.76	41.67	0.489
230.80094284	30.28824114	5.11	18.62	0.577
230.91560747	30.84163598	10.63	36.75	1.440
231.01012340	-27.30511455	7.66	28.30	0.721
231.02231234	66.55400233	8.87	45.64	0.685
231.04970889	-10.32189476	5.02	32.36	0.453
231.07077630	-5.60659260	10.27	45.93	0.900
231.08795587	-19.73875226	10.18	39.35	1.022
231.09250443	57.38481788	10.02	47.37	0.909
231.11814530	81.89495612	7.85	39.12	0.583
231.12306762	37.37696091	4.38	37.09	0.309
231.12903890	-13.37085535	10.40	37.12	1.298
231.12904066	37.34709337	6.64	37.29	0.600
231.14827807	-7.05485861	10.00	42.05	1.070
231.19144217	-17.12710528	11.84	37.43	0.746
231.20038517	21.39401667	9.12	44.70	0.723
231.23243370	58.96602354	3.46	31.33	1.166
231.32485723	74.45340008	9.57	30.85	2.400
231.47209605	19.48072447	6.39	41.75	0.618
231.49598885	-26.70575821	8.93	24.44	1.045
231.90946189	10.59483137	9.92	26.06	1.554
231.91293653	40.86535444	11.57	33.18	1.605
231.91830685	42.88198399	7.62	32.15	0.676
231.92803486	2.59779906	10.32	25.62	1.334
231.95771631	29.10549164	3.74	34.97	0.319
231.98608939	51.58192088	9.20	41.60	0.774
232.00521505	25.79011020	11.19	27.78	1.610
232.03986870	-9.34718625	7.03	19.86	0.788
232.05067543	-9.35699504	7.74	20.81	0.868
232.13123548	-33.13479841	10.98	34.76	1.378
232.15952692	1.84216258	5.22	37.48	0.245
232.15996283	-15.70072288	6.94	40.83	0.821
232.21754038	57.44477883	7.01	43.10	0.490
232.28043419	-17.38184130	10.56	25.14	1.423
232.29989331	80.44834039	6.74	22.07	0.665
232.35148709	80.45001055	7.51	21.72	0.803
232.38248365	6.14816712	11.08	36.30	0.709
232.74507195	17.41467720	10.91	43.42	1.400
232.92777887	-20.16430682	9.22	49.16	0.546
232.94451544	47.05756049	10.52	31.46	1.585
232.95368107	46.66225899	10.48	49.85	1.456
232.97530038	9.65746253	10.07	22.43	0.787
233.05768961	-41.27308564	9.32	5.93	1.524
233.15331152	-52.35539226	11.09	30.53	1.790
233.18190194	10.96791367	7.36	30.91	0.656
233.29350521	-74.34733411	9.11	32.07	1.010
233.47369832	-31.01896187	8.10	33.12	0.717
233.47845382	37.91399720	11.35	29.17	1.475
233.48689119	-17.00149091	8.28	37.78	0.838
233.54383219	-10.06395962	4.77	28.95	1.000
233.58692775	-5.69510689	6.64	25.14	0.577
233.65051220	67.80584722	7.13	48.15	0.793
233.67162293	26.71491041	2.22	22.91	0.032
233.70949346	6.80425111	8.17	41.02	0.708
233.71642688	13.87481794	10.91	37.09	1.564
233.77017466	-3.32228640	8.78	41.05	0.829
233.83267788	60.08738787	8.53	19.07	1.063
233.87530737	36.20984343	8.76	29.97	0.866
233.88141398	-14.78955365	4.07	46.69	1.007
233.91704974	-80.20469392	8.86	38.45	0.891
233.94850307	-80.20230323	11.98	10.01	0.000
233.97743224	28.12077795	11.70	37.71	1.320
233.98711299	39.83099529	7.79	22.26	0.946
234.01078571	39.80240648	6.93	21.81	0.906
234.12164831	16.11909820	6.02	49.02	0.354
234.22236763	29.99132177	6.56	36.01	0.433
234.48076663	50.08281849	7.85	44.74	0.580
234.49638264	10.24074306	7.19	47.33	0.531
234.51002494	-21.31775132	11.35	34.23	1.228
234.56726549	46.79799524	5.84	35.74	0.353
234.66644170	-8.79465490	6.68	22.62	0.520
234.66696618	-8.79142377	6.56	24.88	0.505
234.72604230	-69.20899610	9.23	49.58	0.854
234.74000974	-57.70733650	8.30	39.76	0.817
234.78224687	-42.63711529	9.89	48.59	0.976
234.84136358	-10.27281773	10.20	46.77	1.075
234.85513006	27.62617904	9.13	48.43	0.729
234.91944816	-32.97698982	8.77	40.60	0.686
234.98619135	-59.90781512	6.06	30.92	0.505
235.08032925	-71.56775532	9.67	47.30	0.903
235.09595742	-20.97094416	9.84	47.55	0.879
235.11847533	-18.69578251	10.28	42.61	1.238
235.14362954	-18.04924579	9.02	15.73	1.296
235.18897559	-32.86622807	8.97	28.22	0.973
235.29798226	-44.66055926	4.74	17.52	0.413
235.31124781	75.99463559	12.27	13.06	1.650
235.51867008	34.65124343	11.83	41.24	0.000
235.53242620	-19.46924527	11.85	8.21	1.591
235.56878217	12.94334143	10.15	48.15	1.092
235.68599269	26.29551419	3.82	44.48	0.020
235.79995695	-44.71974881	8.86	36.63	0.985
235.82394346	-5.25343388	10.04	46.58	1.110
236.00769128	2.51552506	6.00	14.67	0.684
236.01841829	-15.67267949	5.48	45.02	0.238
236.06664914	6.42551971	2.80	22.45	1.167
236.09067657	15.29984249	8.18	47.10	0.655
236.09117614	52.98342391	7.49	42.12	0.624
236.13305244	11.26657723	7.66	29.31	0.611
236.28128319	28.46983604	8.19	47.96	0.612
236.30629101	-63.13184584	9.01	38.27	0.763
236.37579245	21.17853852	9.38	47.37	0.814
236.44852974	-30.34857563	9.51	40.92	1.041
236.46894832	5.04054416	9.27	48.24	0.834
236.54672877	15.42192602	3.68	46.93	0.073
236.61144121	7.35323973	4.54	11.75	0.604
236.63422693	-47.23252006	10.70	25.14	1.309
236.63521468	19.95399108	10.31	46.99	1.594
236.67969572	-43.23572930	8.22	48.22	0.659
236.70962620	7.41810460	9.14	42.92	0.816
236.72460781	46.98624664	7.34	36.34	0.770
236.75033666	-62.79678215	7.21	39.68	0.497
236.82179653	-0.26985699	7.05	48.26	0.512
236.85350085	-10.89563601	11.30	15.59	1.565
236.87253619	-37.91579230	6.15	15.24	0.715
237.03985769	1.57214455	7.58	21.35	0.801
237.04047902	74.41485339	9.39	26.35	1.252
237.15058671	-65.23268245	8.63	34.07	0.898
237.18746042	42.91880861	11.35	40.75	1.420
237.23672761	-3.81852811	5.57	49.16	0.120
237.40258187	51.04852013	12.12	17.31	2.200
237.40527375	-3.43014112	3.54	47.76	-0.036
237.40952424	-47.60851789	11.26	26.70	1.415
237.46784399	-17.90193562	6.92	43.37	0.407
237.56783711	-45.40163254	6.19	44.96	0.299
237.70371344	4.47757980	3.75	21.56	0.147
237.77159485	-30.08609907	8.33	46.38	0.757
237.77398328	-50.68762790	10.86	48.47	1.184
237.80807231	35.65822638	4.96	31.12	0.996
237.81519764	-3.09042957	5.14	48.85	0.135
237.98606475	-9.46943570	9.07	35.83	0.883
238.00245111	15.23623506	7.44	31.45	0.611
238.03497734	10.87505320	9.45	22.59	1.385
238.07286532	-18.43612342	7.38	33.46	0.628
238.14090165	-1.90635471	7.98	41.55	0.670
238.16747684	42.44998796	4.72	15.85	0.563
238.26818940	53.87147204	8.42	29.82	0.835
238.30078139	13.19799059	6.21	17.46	0.598
238.33342021	4.25317413	8.21	40.52	0.627
238.40231193	68.72019204	6.88	46.08	0.544
238.45353164	64.15883645	11.42	34.25	0.000
238.45615438	-16.72962230	4.29	49.95	1.003
238.56615027	14.27421461	9.81	34.14	1.070
238.66074350	-26.00442587	9.31	25.35	1.234
238.70197129	-65.90125859	7.66	48.69	0.621
238.72906271	-37.51126067	8.65	49.29	0.667
238.78670013	-63.42974973	2.91	12.31	0.315
238.81665788	-42.60503326	6.78	44.19	0.402
238.83011228	16.04491718	8.82	35.42	0.973
238.84827588	54.09398720	11.49	38.67	0.000
238.94818797	37.94676324	5.52	41.46	0.352
238.97765449	-2.16425957	6.90	37.68	0.610
239.08429926	63.81614005	9.68	43.61	0.890
239.11247598	15.66473327	3.95	11.12	0.478
239.11407047	37.50893923	10.68	46.32	1.204
